Credit rating;Age;Income level;Number of credit cards;Education;Car loans
"Good";35.911979;"Medium";"5 or more";"College";"More than 2"
"Good";49.915486;"Medium";"Less than 5";"High school";"None or 1"
"Good";44.993733;"High";"5 or more";"College";"More than 2"
"Good";27.466046;"High";"5 or more";"College";"More than 2"
"Good";28.087539;"High";"Less than 5";"College";"None or 1"
"Good";24.962668;"High";"5 or more";"College";"More than 2"
"Good";48.490380;"High";"5 or more";"High school";"More than 2"
"Good";43.224594;"High";"5 or more";"College";"More than 2"
"Good";38.814032;"Medium";"Less than 5";"College";"None or 1"
"Good";35.931719;"High";"5 or more";"High school";"More than 2"
"Good";40.808091;"High";"5 or more";"High school";"More than 2"
"Good";37.018085;"High";"Less than 5";"High school";"None or 1"
"Good";41.497242;"High";"Less than 5";"College";"None or 1"
"Good";35.465153;"Medium";"5 or more";"College";"None or 1"
"Good";34.823004;"Medium";"Less than 5";"College";"None or 1"
"Good";25.100555;"Medium";"5 or more";"High school";"More than 2"
"Good";44.842861;"High";"5 or more";"High school";"More than 2"
"Good";24.725281;"High";"5 or more";"High school";"More than 2"
"Good";45.412966;"High";"Less than 5";"College";"None or 1"
"Good";38.739560;"High";"5 or more";"High school";"More than 2"
"Good";25.208445;"Medium";"Less than 5";"High school";"None or 1"
"Good";33.579542;"High";"Less than 5";"College";"More than 2"
"Good";43.264213;"Medium";"5 or more";"College";"More than 2"
"Good";27.310596;"High";"5 or more";"High school";"More than 2"
"Good";47.964567;"Medium";"5 or more";"High school";"More than 2"
"Good";38.415128;"High";"5 or more";"High school";"More than 2"
"Good";30.605181;"High";"Less than 5";"High school";"None or 1"
"Good";43.922301;"Medium";"5 or more";"College";"More than 2"
"Good";44.442105;"Medium";"5 or more";"College";"More than 2"
"Good";38.374920;"Medium";"Less than 5";"College";"None or 1"
"Good";46.480649;"Low";"Less than 5";"College";"None or 1"
"Good";38.425507;"High";"Less than 5";"College";"None or 1"
"Good";35.888098;"Medium";"5 or more";"College";"More than 2"
"Good";28.174647;"Medium";"Less than 5";"High school";"None or 1"
"Good";20.851059;"Medium";"5 or more";"College";"More than 2"
"Good";34.562900;"High";"5 or more";"High school";"More than 2"
"Good";41.701102;"Low";"5 or more";"College";"None or 1"
"Good";41.264230;"Medium";"5 or more";"College";"More than 2"
"Good";47.731028;"Medium";"5 or more";"College";"None or 1"
"Good";38.310752;"Medium";"5 or more";"College";"More than 2"
"Good";39.649335;"High";"5 or more";"High school";"More than 2"
"Good";39.858005;"Medium";"5 or more";"High school";"None or 1"
"Good";50.042612;"Medium";"Less than 5";"College";"None or 1"
"Good";32.097880;"Medium";"5 or more";"College";"None or 1"
"Good";22.801880;"Medium";"Less than 5";"College";"More than 2"
"Good";42.001676;"High";"5 or more";"College";"More than 2"
"Good";26.341944;"Medium";"5 or more";"High school";"More than 2"
"Good";47.546397;"High";"5 or more";"College";"None or 1"
"Good";40.814260;"Medium";"5 or more";"High school";"More than 2"
"Good";34.646575;"Medium";"5 or more";"College";"More than 2"
"Good";43.260290;"Medium";"Less than 5";"College";"None or 1"
"Good";29.700388;"Medium";"Less than 5";"College";"None or 1"
"Good";22.315620;"High";"5 or more";"High school";"More than 2"
"Good";29.773237;"High";"5 or more";"High school";"More than 2"
"Good";43.865044;"Low";"5 or more";"College";"More than 2"
"Good";39.239360;"Medium";"Less than 5";"College";"None or 1"
"Good";28.651392;"Medium";"5 or more";"High school";"More than 2"
"Good";50.669985;"Medium";"5 or more";"High school";"More than 2"
"Good";37.671527;"High";"Less than 5";"College";"None or 1"
"Good";42.425696;"High";"Less than 5";"College";"None or 1"
"Good";32.790720;"High";"Less than 5";"College";"None or 1"
"Good";35.446639;"High";"Less than 5";"High school";"None or 1"
"Good";26.997550;"Low";"Less than 5";"High school";"None or 1"
"Good";32.971847;"Medium";"Less than 5";"College";"None or 1"
"Good";31.902388;"High";"Less than 5";"College";"None or 1"
"Good";45.841716;"High";"5 or more";"College";"More than 2"
"Good";34.513899;"Medium";"5 or more";"High school";"None or 1"
"Good";47.585382;"High";"Less than 5";"High school";"None or 1"
"Good";45.269262;"Medium";"5 or more";"College";"More than 2"
"Good";26.155333;"Medium";"Less than 5";"College";"None or 1"
"Good";27.465107;"High";"Less than 5";"College";"None or 1"
"Good";28.403310;"High";"5 or more";"High school";"More than 2"
"Good";38.660346;"Medium";"5 or more";"College";"More than 2"
"Good";30.243135;"High";"5 or more";"High school";"More than 2"
"Good";35.861326;"High";"5 or more";"College";"More than 2"
"Good";49.790346;"High";"5 or more";"High school";"More than 2"
"Good";38.381558;"Medium";"Less than 5";"High school";"None or 1"
"Good";33.320236;"High";"5 or more";"College";"More than 2"
"Good";46.623781;"High";"5 or more";"College";"More than 2"
"Good";32.875386;"High";"Less than 5";"College";"None or 1"
"Good";47.393858;"High";"5 or more";"College";"More than 2"
"Good";22.775397;"Low";"5 or more";"College";"More than 2"
"Good";32.143301;"Low";"Less than 5";"College";"None or 1"
"Good";35.005526;"Medium";"5 or more";"High school";"More than 2"
"Good";46.666611;"Low";"Less than 5";"High school";"None or 1"
"Good";25.612683;"High";"5 or more";"College";"More than 2"
"Good";31.174200;"Medium";"5 or more";"College";"More than 2"
"Good";28.498023;"Medium";"5 or more";"High school";"None or 1"
"Good";34.303800;"Medium";"Less than 5";"College";"None or 1"
"Good";48.046037;"Medium";"5 or more";"College";"More than 2"
"Good";33.330862;"High";"5 or more";"College";"More than 2"
"Good";27.923199;"Medium";"5 or more";"High school";"More than 2"
"Good";33.204122;"Medium";"5 or more";"College";"More than 2"
"Good";40.408786;"Medium";"Less than 5";"College";"None or 1"
"Good";27.781762;"High";"Less than 5";"High school";"None or 1"
"Good";33.107512;"Medium";"Less than 5";"High school";"More than 2"
"Good";55.933825;"High";"Less than 5";"High school";"More than 2"
"Good";27.922829;"Medium";"5 or more";"High school";"More than 2"
"Good";49.677213;"Medium";"5 or more";"College";"More than 2"
"Good";27.955261;"Medium";"5 or more";"High school";"More than 2"
"Good";21.751598;"High";"5 or more";"High school";"More than 2"
"Good";21.978252;"High";"5 or more";"College";"More than 2"
"Good";26.828866;"High";"Less than 5";"High school";"None or 1"
"Good";34.751410;"Medium";"Less than 5";"High school";"None or 1"
"Good";33.131690;"Medium";"5 or more";"High school";"More than 2"
"Good";30.903091;"High";"5 or more";"College";"More than 2"
"Good";46.135211;"High";"Less than 5";"High school";"None or 1"
"Good";31.281815;"Medium";"5 or more";"College";"More than 2"
"Good";42.986781;"High";"5 or more";"College";"More than 2"
"Good";37.024502;"High";"Less than 5";"College";"None or 1"
"Good";27.266883;"Medium";"5 or more";"College";"None or 1"
"Good";22.422691;"Low";"Less than 5";"High school";"None or 1"
"Good";50.378954;"High";"5 or more";"High school";"More than 2"
"Good";28.690915;"Medium";"5 or more";"High school";"More than 2"
"Good";21.787413;"High";"Less than 5";"High school";"None or 1"
"Good";39.001721;"Medium";"5 or more";"College";"More than 2"
"Good";21.190928;"Medium";"5 or more";"College";"More than 2"
"Good";25.533808;"High";"5 or more";"High school";"None or 1"
"Good";33.179449;"High";"5 or more";"College";"More than 2"
"Good";46.358247;"Medium";"Less than 5";"College";"None or 1"
"Good";53.703380;"Medium";"5 or more";"College";"More than 2"
"Good";29.615955;"Medium";"5 or more";"High school";"More than 2"
"Good";41.650515;"High";"5 or more";"High school";"More than 2"
"Good";30.886343;"Medium";"Less than 5";"High school";"None or 1"
"Good";39.272777;"Medium";"5 or more";"High school";"More than 2"
"Good";20.326767;"High";"5 or more";"College";"More than 2"
"Good";59.776523;"High";"5 or more";"College";"More than 2"
"Good";28.998710;"High";"Less than 5";"High school";"None or 1"
"Good";33.696149;"High";"5 or more";"High school";"More than 2"
"Good";21.901682;"Medium";"5 or more";"College";"More than 2"
"Good";53.367061;"High";"Less than 5";"High school";"None or 1"
"Good";49.468416;"High";"Less than 5";"College";"None or 1"
"Good";41.865831;"Medium";"Less than 5";"College";"None or 1"
"Good";35.860472;"Medium";"Less than 5";"College";"None or 1"
"Good";33.274674;"Medium";"Less than 5";"College";"None or 1"
"Good";26.122670;"Medium";"5 or more";"High school";"More than 2"
"Good";20.721228;"Medium";"5 or more";"High school";"More than 2"
"Good";45.772383;"Medium";"5 or more";"High school";"More than 2"
"Good";53.754847;"High";"5 or more";"High school";"More than 2"
"Good";43.554659;"Medium";"5 or more";"College";"None or 1"
"Good";32.072924;"High";"Less than 5";"College";"More than 2"
"Good";33.758680;"Medium";"Less than 5";"High school";"More than 2"
"Good";26.892866;"Medium";"Less than 5";"High school";"None or 1"
"Good";39.258831;"Medium";"Less than 5";"College";"None or 1"
"Good";57.394005;"High";"5 or more";"College";"More than 2"
"Good";29.025940;"Medium";"5 or more";"College";"More than 2"
"Good";50.240915;"Medium";"Less than 5";"College";"None or 1"
"Good";57.096302;"High";"5 or more";"High school";"None or 1"
"Good";47.296844;"Low";"5 or more";"High school";"More than 2"
"Good";62.451231;"Medium";"5 or more";"High school";"None or 1"
"Good";39.691654;"Medium";"5 or more";"College";"More than 2"
"Good";42.837038;"High";"5 or more";"College";"More than 2"
"Good";35.699328;"Medium";"5 or more";"College";"None or 1"
"Good";25.096716;"High";"Less than 5";"High school";"None or 1"
"Good";39.611818;"Medium";"5 or more";"College";"More than 2"
"Good";39.303751;"High";"Less than 5";"College";"None or 1"
"Good";46.992031;"High";"Less than 5";"High school";"None or 1"
"Good";25.839942;"Medium";"5 or more";"College";"More than 2"
"Good";40.255192;"Medium";"5 or more";"High school";"More than 2"
"Good";37.699359;"Medium";"5 or more";"High school";"More than 2"
"Good";38.255141;"Medium";"Less than 5";"High school";"None or 1"
"Good";36.307827;"Medium";"5 or more";"College";"More than 2"
"Good";44.536503;"High";"5 or more";"College";"More than 2"
"Good";47.470787;"High";"5 or more";"High school";"More than 2"
"Good";28.444057;"High";"Less than 5";"College";"None or 1"
"Good";42.872288;"High";"Less than 5";"College";"None or 1"
"Good";43.602823;"Medium";"5 or more";"High school";"More than 2"
"Good";37.521017;"High";"5 or more";"College";"More than 2"
"Good";38.259764;"High";"Less than 5";"High school";"None or 1"
"Good";27.435397;"High";"5 or more";"High school";"More than 2"
"Good";25.574403;"High";"5 or more";"College";"More than 2"
"Good";38.602902;"High";"Less than 5";"College";"None or 1"
"Good";31.911423;"High";"5 or more";"College";"More than 2"
"Good";33.546950;"High";"Less than 5";"College";"None or 1"
"Good";33.503418;"High";"Less than 5";"College";"None or 1"
"Good";31.500189;"High";"Less than 5";"College";"None or 1"
"Good";30.396443;"High";"5 or more";"College";"More than 2"
"Good";23.908256;"High";"5 or more";"High school";"More than 2"
"Good";24.950131;"Medium";"Less than 5";"High school";"More than 2"
"Good";38.322251;"High";"5 or more";"College";"More than 2"
"Good";41.059428;"High";"5 or more";"High school";"More than 2"
"Good";37.971045;"Medium";"Less than 5";"College";"None or 1"
"Good";41.884638;"Medium";"Less than 5";"High school";"None or 1"
"Good";28.080695;"Medium";"Less than 5";"High school";"None or 1"
"Good";33.037161;"High";"Less than 5";"College";"More than 2"
"Good";41.312548;"High";"Less than 5";"College";"None or 1"
"Good";38.873523;"High";"5 or more";"High school";"More than 2"
"Good";41.693542;"High";"5 or more";"College";"None or 1"
"Good";46.112351;"High";"5 or more";"College";"More than 2"
"Good";31.413179;"High";"Less than 5";"High school";"None or 1"
"Good";40.611722;"High";"5 or more";"High school";"More than 2"
"Good";23.900803;"Medium";"Less than 5";"High school";"None or 1"
"Good";30.107555;"Medium";"5 or more";"College";"More than 2"
"Good";27.418716;"Medium";"Less than 5";"High school";"More than 2"
"Good";20.883016;"Medium";"5 or more";"College";"More than 2"
"Good";34.055089;"Medium";"Less than 5";"High school";"None or 1"
"Good";39.410002;"High";"Less than 5";"High school";"None or 1"
"Good";29.420164;"High";"Less than 5";"High school";"None or 1"
"Good";28.830680;"High";"Less than 5";"College";"None or 1"
"Good";39.821124;"Medium";"5 or more";"High school";"More than 2"
"Good";35.392349;"Medium";"Less than 5";"College";"None or 1"
"Good";30.864934;"Medium";"5 or more";"High school";"More than 2"
"Good";39.988945;"Medium";"Less than 5";"College";"More than 2"
"Good";27.972260;"High";"Less than 5";"College";"None or 1"
"Good";47.973292;"Medium";"5 or more";"College";"More than 2"
"Good";38.079341;"High";"Less than 5";"College";"More than 2"
"Good";31.200492;"Medium";"Less than 5";"College";"None or 1"
"Good";25.270690;"High";"Less than 5";"High school";"None or 1"
"Good";27.763336;"Medium";"Less than 5";"High school";"None or 1"
"Good";35.376881;"Medium";"5 or more";"College";"More than 2"
"Good";34.654817;"High";"Less than 5";"High school";"None or 1"
"Good";40.068814;"Medium";"Less than 5";"College";"None or 1"
"Good";31.829184;"High";"5 or more";"High school";"More than 2"
"Good";36.288961;"Medium";"Less than 5";"High school";"None or 1"
"Good";37.735304;"High";"Less than 5";"High school";"None or 1"
"Good";46.414579;"Medium";"Less than 5";"College";"None or 1"
"Good";42.081364;"Medium";"Less than 5";"High school";"None or 1"
"Good";37.226357;"Medium";"5 or more";"College";"More than 2"
"Good";36.618948;"Medium";"5 or more";"High school";"None or 1"
"Good";49.580896;"Medium";"Less than 5";"High school";"None or 1"
"Good";32.568363;"Medium";"5 or more";"College";"More than 2"
"Good";25.894176;"Medium";"5 or more";"High school";"More than 2"
"Good";30.414806;"Low";"5 or more";"College";"None or 1"
"Good";32.307340;"High";"Less than 5";"College";"None or 1"
"Good";33.211518;"Medium";"Less than 5";"High school";"None or 1"
"Good";42.092643;"Medium";"Less than 5";"College";"None or 1"
"Good";33.457894;"Medium";"5 or more";"College";"More than 2"
"Good";25.188786;"High";"5 or more";"High school";"More than 2"
"Good";35.961657;"Medium";"5 or more";"College";"More than 2"
"Good";23.658852;"Medium";"5 or more";"High school";"More than 2"
"Good";34.350415;"Medium";"5 or more";"College";"More than 2"
"Good";45.271502;"Medium";"5 or more";"High school";"None or 1"
"Good";33.306040;"High";"Less than 5";"College";"None or 1"
"Good";31.286453;"High";"5 or more";"High school";"More than 2"
"Good";33.342998;"Medium";"5 or more";"High school";"More than 2"
"Good";42.180877;"High";"5 or more";"High school";"None or 1"
"Good";47.189358;"High";"Less than 5";"College";"None or 1"
"Good";39.928765;"High";"5 or more";"College";"More than 2"
"Good";39.482489;"Medium";"Less than 5";"High school";"None or 1"
"Good";41.595714;"Medium";"5 or more";"College";"More than 2"
"Good";32.166997;"High";"Less than 5";"High school";"None or 1"
"Good";34.092669;"Medium";"5 or more";"College";"More than 2"
"Good";38.739600;"High";"5 or more";"College";"More than 2"
"Good";36.034968;"Medium";"Less than 5";"College";"None or 1"
"Good";45.831870;"High";"5 or more";"College";"More than 2"
"Good";28.567562;"High";"Less than 5";"College";"None or 1"
"Good";40.450838;"High";"5 or more";"High school";"More than 2"
"Good";32.230237;"High";"5 or more";"High school";"More than 2"
"Good";25.771348;"Medium";"Less than 5";"High school";"None or 1"
"Good";20.653237;"High";"Less than 5";"High school";"None or 1"
"Good";43.742621;"High";"Less than 5";"High school";"None or 1"
"Good";30.891315;"Medium";"Less than 5";"College";"None or 1"
"Good";26.770553;"High";"5 or more";"College";"More than 2"
"Good";45.169815;"Medium";"Less than 5";"High school";"None or 1"
"Good";38.383568;"High";"Less than 5";"High school";"None or 1"
"Good";48.198290;"Medium";"5 or more";"High school";"More than 2"
"Good";29.713472;"High";"5 or more";"High school";"More than 2"
"Good";41.664073;"Medium";"Less than 5";"High school";"None or 1"
"Good";29.805588;"High";"Less than 5";"High school";"None or 1"
"Good";45.570071;"Medium";"5 or more";"College";"More than 2"
"Good";37.134819;"High";"5 or more";"College";"More than 2"
"Good";32.501935;"High";"Less than 5";"College";"More than 2"
"Good";30.347017;"High";"5 or more";"College";"More than 2"
"Good";41.909850;"Medium";"5 or more";"High school";"None or 1"
"Good";37.064629;"Medium";"Less than 5";"High school";"None or 1"
"Good";28.408803;"Medium";"5 or more";"High school";"None or 1"
"Good";24.166135;"Medium";"5 or more";"High school";"More than 2"
"Good";32.301647;"High";"Less than 5";"High school";"None or 1"
"Good";35.860506;"Medium";"5 or more";"College";"More than 2"
"Good";24.200516;"Medium";"Less than 5";"High school";"More than 2"
"Good";39.316153;"High";"5 or more";"High school";"More than 2"
"Good";37.188476;"Medium";"Less than 5";"High school";"None or 1"
"Good";46.515869;"Medium";"Less than 5";"College";"More than 2"
"Good";34.290833;"High";"Less than 5";"College";"None or 1"
"Good";27.209928;"Medium";"5 or more";"College";"More than 2"
"Good";39.223471;"Low";"Less than 5";"College";"None or 1"
"Good";32.824884;"Medium";"Less than 5";"College";"None or 1"
"Good";22.771024;"High";"5 or more";"College";"None or 1"
"Good";42.345617;"Medium";"5 or more";"High school";"More than 2"
"Good";53.417233;"High";"5 or more";"High school";"More than 2"
"Good";46.017935;"Low";"Less than 5";"College";"None or 1"
"Good";23.049929;"High";"Less than 5";"High school";"None or 1"
"Good";44.463232;"Medium";"Less than 5";"High school";"None or 1"
"Good";24.311985;"High";"5 or more";"College";"None or 1"
"Good";42.799276;"High";"5 or more";"High school";"More than 2"
"Good";53.666022;"Low";"Less than 5";"College";"None or 1"
"Good";43.127997;"High";"Less than 5";"High school";"None or 1"
"Good";34.894376;"Low";"Less than 5";"College";"None or 1"
"Good";42.385118;"Low";"5 or more";"College";"More than 2"
"Good";41.511409;"High";"5 or more";"College";"More than 2"
"Good";34.812721;"Medium";"5 or more";"High school";"More than 2"
"Good";25.711709;"High";"5 or more";"College";"None or 1"
"Good";33.687023;"Medium";"Less than 5";"High school";"None or 1"
"Good";32.192301;"High";"Less than 5";"High school";"None or 1"
"Good";51.656133;"Medium";"5 or more";"College";"More than 2"
"Good";37.890890;"Medium";"Less than 5";"High school";"None or 1"
"Good";34.213309;"High";"5 or more";"High school";"More than 2"
"Good";47.751953;"High";"5 or more";"College";"None or 1"
"Good";27.724680;"Low";"5 or more";"College";"More than 2"
"Good";28.010993;"High";"5 or more";"College";"More than 2"
"Good";25.932822;"Medium";"Less than 5";"High school";"None or 1"
"Good";44.342534;"High";"Less than 5";"High school";"None or 1"
"Good";29.216718;"Medium";"5 or more";"High school";"More than 2"
"Good";31.801813;"High";"Less than 5";"High school";"None or 1"
"Good";23.808787;"Medium";"5 or more";"High school";"More than 2"
"Good";29.080986;"High";"Less than 5";"College";"None or 1"
"Good";37.979909;"High";"Less than 5";"High school";"None or 1"
"Good";30.990084;"High";"Less than 5";"College";"None or 1"
"Good";52.691261;"Medium";"5 or more";"High school";"More than 2"
"Good";25.314985;"Medium";"5 or more";"High school";"More than 2"
"Good";26.031108;"High";"5 or more";"High school";"None or 1"
"Good";23.694553;"High";"5 or more";"College";"More than 2"
"Good";25.830381;"High";"5 or more";"High school";"More than 2"
"Good";23.621367;"Medium";"Less than 5";"College";"None or 1"
"Good";31.816473;"Medium";"Less than 5";"College";"None or 1"
"Good";40.443822;"High";"5 or more";"College";"More than 2"
"Good";23.119892;"High";"Less than 5";"College";"None or 1"
"Good";26.893285;"High";"Less than 5";"High school";"None or 1"
"Good";38.729005;"High";"Less than 5";"High school";"None or 1"
"Good";32.337438;"Medium";"5 or more";"College";"More than 2"
"Good";42.191254;"Medium";"Less than 5";"High school";"None or 1"
"Good";41.943147;"Medium";"Less than 5";"High school";"None or 1"
"Good";31.335074;"Medium";"5 or more";"High school";"More than 2"
"Good";36.421476;"High";"Less than 5";"High school";"None or 1"
"Good";43.004043;"High";"5 or more";"College";"None or 1"
"Good";53.211880;"High";"Less than 5";"High school";"None or 1"
"Good";48.833512;"Medium";"5 or more";"College";"More than 2"
"Good";33.185187;"Medium";"5 or more";"High school";"More than 2"
"Good";27.120143;"Medium";"Less than 5";"College";"None or 1"
"Good";36.553762;"High";"5 or more";"High school";"More than 2"
"Good";28.778002;"Medium";"Less than 5";"High school";"None or 1"
"Good";60.795752;"High";"Less than 5";"High school";"None or 1"
"Good";44.502422;"Medium";"5 or more";"College";"More than 2"
"Good";40.977799;"High";"Less than 5";"College";"None or 1"
"Good";31.083225;"Medium";"Less than 5";"College";"None or 1"
"Good";43.070240;"Medium";"5 or more";"High school";"More than 2"
"Good";41.303060;"High";"Less than 5";"High school";"None or 1"
"Good";38.470336;"High";"5 or more";"High school";"More than 2"
"Good";28.572573;"Low";"5 or more";"College";"More than 2"
"Good";34.678615;"Medium";"Less than 5";"College";"None or 1"
"Good";29.582981;"Medium";"Less than 5";"High school";"None or 1"
"Good";35.522915;"Medium";"5 or more";"College";"More than 2"
"Good";43.517410;"Medium";"5 or more";"High school";"More than 2"
"Good";31.279303;"High";"Less than 5";"College";"None or 1"
"Good";27.881476;"Medium";"5 or more";"High school";"More than 2"
"Good";22.731535;"High";"Less than 5";"High school";"None or 1"
"Good";42.504372;"Medium";"5 or more";"High school";"None or 1"
"Good";34.861508;"Medium";"5 or more";"High school";"More than 2"
"Good";49.699911;"High";"Less than 5";"High school";"None or 1"
"Good";41.433548;"Medium";"Less than 5";"High school";"None or 1"
"Good";43.516546;"Medium";"5 or more";"High school";"More than 2"
"Good";40.118558;"High";"5 or more";"High school";"More than 2"
"Good";29.596684;"Medium";"5 or more";"High school";"None or 1"
"Good";43.041386;"High";"Less than 5";"College";"None or 1"
"Good";39.146179;"Medium";"5 or more";"High school";"More than 2"
"Good";37.492133;"Low";"5 or more";"College";"More than 2"
"Good";40.973497;"High";"5 or more";"High school";"More than 2"
"Good";34.314962;"Medium";"Less than 5";"College";"None or 1"
"Good";42.706526;"High";"5 or more";"College";"More than 2"
"Good";40.130284;"High";"5 or more";"College";"More than 2"
"Good";49.722457;"Medium";"5 or more";"College";"More than 2"
"Good";40.930326;"Medium";"Less than 5";"College";"None or 1"
"Good";45.483824;"High";"Less than 5";"High school";"None or 1"
"Good";21.681881;"High";"Less than 5";"High school";"None or 1"
"Good";38.420065;"High";"Less than 5";"College";"None or 1"
"Good";41.695473;"Medium";"5 or more";"High school";"More than 2"
"Good";37.386159;"Low";"5 or more";"High school";"More than 2"
"Good";50.511177;"High";"5 or more";"High school";"More than 2"
"Good";35.765621;"High";"5 or more";"High school";"More than 2"
"Good";43.529828;"Medium";"Less than 5";"High school";"None or 1"
"Good";27.761897;"Medium";"5 or more";"College";"More than 2"
"Good";34.198154;"High";"Less than 5";"High school";"None or 1"
"Good";59.226922;"High";"5 or more";"High school";"More than 2"
"Good";32.791022;"Medium";"Less than 5";"College";"None or 1"
"Good";36.996238;"Medium";"Less than 5";"College";"None or 1"
"Good";36.788240;"High";"5 or more";"High school";"More than 2"
"Good";34.175758;"High";"5 or more";"High school";"More than 2"
"Good";47.337942;"Low";"5 or more";"High school";"More than 2"
"Good";32.823620;"Low";"5 or more";"High school";"More than 2"
"Good";32.603583;"Medium";"Less than 5";"High school";"More than 2"
"Good";28.079206;"High";"5 or more";"College";"More than 2"
"Good";27.477681;"High";"5 or more";"High school";"More than 2"
"Good";34.242365;"High";"Less than 5";"High school";"None or 1"
"Good";50.174445;"Low";"Less than 5";"High school";"None or 1"
"Good";26.589088;"Low";"5 or more";"College";"More than 2"
"Good";29.608237;"High";"5 or more";"College";"More than 2"
"Good";26.732899;"Medium";"5 or more";"High school";"More than 2"
"Good";44.958312;"Medium";"Less than 5";"College";"More than 2"
"Good";36.228145;"Low";"5 or more";"College";"More than 2"
"Good";27.773257;"Medium";"Less than 5";"College";"None or 1"
"Good";23.306887;"Medium";"Less than 5";"High school";"None or 1"
"Good";44.861124;"High";"5 or more";"College";"None or 1"
"Good";33.306298;"Medium";"5 or more";"College";"More than 2"
"Good";29.778408;"High";"Less than 5";"College";"None or 1"
"Good";33.529254;"High";"5 or more";"College";"More than 2"
"Good";41.393587;"High";"Less than 5";"High school";"More than 2"
"Good";22.842547;"High";"5 or more";"College";"More than 2"
"Good";24.130602;"Medium";"Less than 5";"College";"None or 1"
"Good";25.045787;"High";"5 or more";"College";"More than 2"
"Good";20.218237;"Low";"Less than 5";"High school";"None or 1"
"Good";45.026822;"High";"5 or more";"College";"None or 1"
"Good";28.605616;"High";"5 or more";"College";"More than 2"
"Good";28.233202;"Medium";"5 or more";"College";"More than 2"
"Good";33.802565;"High";"5 or more";"College";"More than 2"
"Good";41.252594;"High";"5 or more";"High school";"More than 2"
"Good";43.444102;"Medium";"5 or more";"College";"More than 2"
"Good";26.903040;"Medium";"Less than 5";"College";"None or 1"
"Good";45.431996;"High";"Less than 5";"College";"None or 1"
"Good";47.797250;"Low";"Less than 5";"High school";"None or 1"
"Good";42.851654;"Medium";"Less than 5";"High school";"None or 1"
"Good";35.758468;"Medium";"Less than 5";"College";"None or 1"
"Good";29.169977;"High";"5 or more";"High school";"More than 2"
"Good";24.106955;"High";"Less than 5";"High school";"None or 1"
"Good";39.112526;"Medium";"5 or more";"High school";"More than 2"
"Good";48.908592;"High";"Less than 5";"College";"None or 1"
"Good";47.860181;"Medium";"5 or more";"College";"More than 2"
"Good";42.041362;"Medium";"Less than 5";"High school";"None or 1"
"Good";41.992860;"High";"5 or more";"College";"More than 2"
"Good";28.639973;"High";"5 or more";"College";"More than 2"
"Good";28.557437;"High";"5 or more";"College";"More than 2"
"Good";45.554625;"Medium";"Less than 5";"High school";"None or 1"
"Good";30.784805;"High";"5 or more";"College";"More than 2"
"Good";28.193540;"High";"5 or more";"College";"More than 2"
"Good";32.831463;"High";"5 or more";"College";"More than 2"
"Good";40.623492;"High";"5 or more";"College";"More than 2"
"Good";25.009025;"Medium";"Less than 5";"College";"None or 1"
"Good";34.971923;"High";"Less than 5";"High school";"None or 1"
"Good";30.864916;"Medium";"5 or more";"College";"More than 2"
"Good";43.086124;"High";"Less than 5";"College";"None or 1"
"Good";38.976162;"Medium";"Less than 5";"College";"None or 1"
"Good";21.923847;"High";"Less than 5";"High school";"None or 1"
"Good";29.281102;"Medium";"5 or more";"College";"More than 2"
"Good";44.112754;"High";"Less than 5";"High school";"More than 2"
"Good";26.073777;"High";"5 or more";"High school";"More than 2"
"Good";39.695874;"Medium";"Less than 5";"High school";"None or 1"
"Good";30.627864;"High";"5 or more";"High school";"More than 2"
"Good";42.730313;"Medium";"Less than 5";"College";"None or 1"
"Good";35.723385;"Medium";"5 or more";"College";"More than 2"
"Good";30.482373;"Medium";"5 or more";"College";"None or 1"
"Good";22.519131;"High";"5 or more";"High school";"More than 2"
"Good";36.504368;"Medium";"5 or more";"College";"More than 2"
"Good";34.429142;"Medium";"Less than 5";"High school";"None or 1"
"Good";45.296301;"Medium";"Less than 5";"High school";"None or 1"
"Good";39.906407;"Medium";"5 or more";"High school";"More than 2"
"Good";35.141888;"Medium";"Less than 5";"High school";"None or 1"
"Good";42.967709;"High";"Less than 5";"High school";"None or 1"
"Good";58.360728;"Medium";"5 or more";"College";"More than 2"
"Good";35.176607;"Medium";"5 or more";"High school";"More than 2"
"Good";31.644949;"Medium";"5 or more";"College";"More than 2"
"Good";36.901684;"High";"5 or more";"College";"More than 2"
"Good";42.827720;"High";"5 or more";"High school";"More than 2"
"Good";39.837671;"High";"Less than 5";"High school";"None or 1"
"Good";26.275005;"High";"Less than 5";"High school";"None or 1"
"Good";34.111090;"Medium";"Less than 5";"High school";"None or 1"
"Good";49.113911;"Medium";"5 or more";"College";"More than 2"
"Good";50.144023;"High";"5 or more";"College";"None or 1"
"Good";27.698855;"High";"5 or more";"High school";"None or 1"
"Good";46.029243;"Medium";"5 or more";"High school";"More than 2"
"Good";34.951654;"High";"5 or more";"College";"More than 2"
"Good";33.170610;"High";"Less than 5";"College";"None or 1"
"Good";32.529617;"Medium";"Less than 5";"High school";"None or 1"
"Good";23.600831;"Medium";"Less than 5";"College";"More than 2"
"Good";33.497262;"High";"5 or more";"College";"More than 2"
"Good";37.828806;"Medium";"5 or more";"College";"More than 2"
"Good";37.542733;"High";"Less than 5";"College";"None or 1"
"Good";21.610767;"High";"5 or more";"College";"More than 2"
"Good";28.297843;"High";"Less than 5";"College";"None or 1"
